,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
633,jessicabe salah kaprah kebaikannya ktk faktanya sakit hati kena mental anak,0.003188,0.001047,0.001406,0.001023,0.001188,Happiness
634,jetaekoo menjatuhkan mental xad,0.3325,0.875,0.6825,0.765,0.605,Anger
635,jeykeymyl liat ditiktok baper teriak xad deh nunggu mental terombang ambing,0.2,0.2,0.2,0.2,0.2,Neutral
636,jgaluhpati replynya wkwksk kena mental,0.2,0.2,0.2,0.2,0.2,Neutral
637,jgaluhpati siapin mental malam notif,0.2,0.2,0.2,0.2,0.2,Neutral
638,jhoehart mental,0.2,0.2,0.2,0.2,0.2,Neutral
639,jiaeminq kena mental duluan xad,0.2,0.2,0.2,0.2,0.2,Neutral
640,jialljamyluvv cjangan lupa sarapan selamat beraktifitas lupa jugaa siapin hati jantung mental konser soree,8e-06,2e-06,3e-06,3e-06,2e-06,Happiness
641,jidsssky mental jid,0.2,0.2,0.2,0.2,0.2,Neutral
642,jie noona galau kelainan mental,0.2,0.2,0.2,0.2,0.2,Neutral
643,jiggukveee beyourlight sumpah mention atasnya liat bentar ngumpulin mental bismillah,0.2,0.2,0.2,0.2,0.2,Neutral
644,jimberries mental xad,0.2,0.2,0.2,0.2,0.2,Neutral
645,jiminperforms mental terguncang mas xad xad xad,0.2,0.2,0.2,0.2,0.2,Neutral
646,jimintennn mental baja,0.2,0.2,0.2,0.2,0.2,Neutral
647,jiminxxcz cjangan lupa sarapan selamat beraktifitas lupa jugaa siapin hati jantung mental konser soree,4e-06,1e-06,1e-06,1e-06,1e-06,Happiness
648,jimmieo pokoknyaa siapkan mental xad xab xad,0.2,0.2,0.2,0.2,0.2,Neutral
649,jinivies mental lemah,0.2,0.2,0.2,0.2,0.2,Neutral
650,jinkokin omnireaderfess kena mental diam,0.2,0.2,0.2,0.2,0.2,Neutral
651,jinniekecil mental uji,0.2,0.2,0.2,0.2,0.2,Neutral
652,jisoojuseyoo betooolll pakai xiao salah pakai tao salah gampang mental aarghh,0.245,0.069375,0.074375,0.071875,0.068125,Happiness
653,jisungfess asteroidszza siapkan mental,0.2,0.2,0.2,0.2,0.2,Neutral
654,jisungfess ayok sender ribut rooftop lumayan jisung siapin mental,0.043437,0.092813,0.044062,0.043437,0.045312,Anger
655,jisungfess diriku mental yupi,0.2,0.2,0.2,0.2,0.2,Neutral
656,jiwajulit augustineusz tekookers convomf anjirr mental baja,0.2,0.2,0.2,0.2,0.2,Neutral
657,jiwonosh huhuhuhu iyaaa xad mental orang beda beda hadehhhhhh dahlah kebiasaan orang tua tuh,0.2,0.2,0.2,0.2,0.2,Neutral
658,jiwooayangku sindir mental baja xef,0.2,0.2,0.2,0.2,0.2,Neutral
659,jizsungg mental xad,0.2,0.2,0.2,0.2,0.2,Neutral
660,elzx mental jel xbb xbb,0.2,0.2,0.2,0.2,0.2,Neutral
661,elzx kaget mental mars,0.2,0.2,0.2,0.2,0.2,Neutral
662,jjaejaepeach ngebanding bandingkan sena kek zeya kena mental qnzsnwct,0.2,0.2,0.2,0.2,0.2,Neutral
663,jjaejaepeach masi pagi woii ahahahahahhaah alias kuat mental qewdltk,0.2,0.2,0.2,0.2,0.2,Neutral
664,jjaejaepeach gini penjelasannya gimana gede bacot mental cupu ganteng zyytn,0.2,0.2,0.2,0.2,0.2,Neutral
665,jjjarrra kdrama menfess berdua definisi pacaran sehat sih related mental kesehatan issue,0.2,0.2,0.2,0.2,0.2,Neutral
666,jjjeyaa mental soker sender,0.2,0.2,0.2,0.2,0.2,Neutral
667,jjjeyaa mental sok keras babi,0.003223,0.004336,0.004316,0.003418,0.002734,Anger
668,jjjstvnme pls mental xad,0.2,0.2,0.2,0.2,0.2,Neutral
669,jjkluvv cjangan lupa sarapan selamat beraktifitas lupa jugaa siapin hati jantung mental konser soree,2e-06,1e-06,1e-06,1e-06,1e-06,Happiness
670,jjnbllh tiru mental lemah,0.2,0.2,0.2,0.2,0.2,Neutral
671,jjsthype kaaan ayangiiee mental kuat urusan begituaan,0.2,0.2,0.2,0.2,0.2,Neutral
672,jjuniverseroses kaya jay debut mental yupi,0.2,0.2,0.2,0.2,0.2,Neutral
673,mytimeee bismillah mental baja,0.2,0.2,0.2,0.2,0.2,Neutral
674,mytimeee haha okeyy siapinn mental guys xad,0.2,0.2,0.2,0.2,0.2,Neutral
675,jkswishes lupa siapin hati mental sei,0.2,0.2,0.2,0.2,0.2,Neutral
676,jkthyng takut aneh kuat mental yupi kek,0.0,0.0,0.0,0.0,0.0,
677,moon mental xbc xbc,0.2,0.2,0.2,0.2,0.2,Neutral
678,jmsnuna kuatkan mental debut xad,0.2,0.2,0.2,0.2,0.2,Neutral
679,jmxlie cjangan lupa sarapan selamat beraktifitas lupa jugaa siapin hati jantung mental konser soree,1e-06,0.0,0.0,0.0,0.0,Happiness
680,jnfluffie iyaa yuk siapin mental dompet xbb,0.2,0.2,0.2,0.2,0.2,Neutral
681,jnjment bye all nyiapin mental,0.2,0.2,0.2,0.2,0.2,Neutral
682,jocnist mental lemah,0.2,0.2,0.2,0.2,0.2,Neutral
683,jocnist mental terguncang,0.2,0.2,0.2,0.2,0.2,Neutral
684,jodanspace hard takut kena mental wkwkw xad,0.0,0.0,0.0,0.0,0.0,
685,jodjoestar perkara mental perkara amal wak haji xad,0.2,0.2,0.2,0.2,0.2,Neutral
686,jodohzaynmalikk langsung kena mental,0.2,0.2,0.2,0.2,0.2,Neutral
687,jogjamnfs dosbing kaya biar mental nya terbentuk dosbing killer pfnock,0.2,0.2,0.2,0.2,0.2,Neutral
688,jogjamnfs mental kuat laporin atasan ato berwenang kuat resign wngxxkxbp,0.2,0.2,0.2,0.2,0.2,Neutral
689,jogjamnfs kena mental bahahha,0.2,0.2,0.2,0.2,0.2,Neutral
690,jogjamnfs mencintai orang picik sih mental kuat mending kadang sok membandingkan,0.2,0.2,0.2,0.2,0.2,Neutral
691,jogjamnfs capai mental pikiran stres capai,0.2,0.2,0.2,0.2,0.2,Neutral
692,jogjamnfs main rapi deknen nek koe teruske ovt sih sender mental koe keno ngko,0.2,0.2,0.2,0.2,0.2,Neutral
693,jojokuat posisi depresi bgttt sii orangtua tuh jaman skg tradisi gini ginian nih bikin mental anak kenaa,0.2,0.2,0.2,0.2,0.2,Neutral
694,jojousephu kak mental kul abiezzz,0.2,0.2,0.2,0.2,0.2,Neutral
695,joko coachjustinl okee lihat depannya tim banggakan mental ucl bla bla bla,0.3975,0.19375,0.1975,0.16125,0.1575,Happiness
696,jokolipservice ansormaja nicho silalahi yaqutcqoumas duaarrr kena mental xbb xbb xbb xbb buka nora,0.2,0.2,0.2,0.2,0.2,Neutral
697,jonathansatriyo mental dengerin loathe,0.2,0.2,0.2,0.2,0.2,Neutral
698,joonhope nyiapin mental dir wkwk,0.2,0.2,0.2,0.2,0.2,Neutral
699,jordanfollows thefitezone mental mind,0.2,0.2,0.2,0.2,0.2,Neutral
700,joseph hono anakkolong listyosigitp mohmahfudmd mental korupsinya radikal ditertibkan bge ludez,2.04,0.67,0.9,0.655,0.76,Happiness
701,jowoshitpost kudu mental nek liwat kene,0.2,0.2,0.2,0.2,0.2,Neutral
702,jowoshitpost langsung kena mental xad ycviudktuj,0.2,0.2,0.2,0.2,0.2,Neutral
703,jowoshitpost mental mangap mangap mboten niku,0.2,0.2,0.2,0.2,0.2,Neutral
704,jowoshitpost mbak kuliah ngerti nggawe skripsi ngerti rekosone fisik mental,0.2,0.2,0.2,0.2,0.2,Neutral
705,jowoshitpost rusak mental,0.2,0.2,0.2,0.2,0.2,Neutral
706,jowoshitpost kondangan keno mental,0.2,0.2,0.2,0.2,0.2,Neutral
707,jowoshitpost sopire calya kena mental bar kui mesti marka lurus rawani nyalip,0.2,0.2,0.2,0.2,0.2,Neutral
708,jowoshitpost supirnya kena mental aus botol minum cantik hanya fcfrfymjka,0.2,0.2,0.2,0.2,0.2,Neutral
709,jowoshitpost uji kesabaran uji mental uji skill gocek motor,3.3e-05,9e-06,8e-06,9e-06,8e-06,Happiness
710,junayyy duit duit mental sehat waras hidup tenang kawan,0.27,0.07,0.06875,0.07125,0.065,Happiness
711,junbunny mental ayok cept update xad,0.2,0.2,0.2,0.2,0.2,Neutral
712,jungygsa mental yupi top kudu setrong xaa xbb xaa xbb,0.2,0.2,0.2,0.2,0.2,Neutral
713,junkyua siapin mental xad,0.2,0.2,0.2,0.2,0.2,Neutral
714,junkyuanaku mental baja,0.2,0.2,0.2,0.2,0.2,Neutral
715,junmyeonnnie pls wkkwkww aman itung latihan mental,0.0,0.0,0.0,0.0,0.0,
716,junmyeonnnie jan lupa mental nya udha yha xad,0.2,0.2,0.2,0.2,0.2,Neutral
717,jupitayr meeting jam meeting produktif mental haha,0.2,0.2,0.2,0.2,0.2,Neutral
718,just enjoylife tenang mah kena mental,0.135,0.035,0.034375,0.035625,0.0325,Happiness
719,justbenggg bertydamayanti langsung kena mental,0.2,0.2,0.2,0.2,0.2,Neutral
720,juudaimeh coba ngeganggu mental psikolog anw aware orang,0.2,0.2,0.2,0.2,0.2,Neutral
721,juyogf huhuhu sinii peluk barengannn gtau kmoe paksain tubuh mental hmgmlvn,0.2,0.2,0.2,0.2,0.2,Neutral
722,juyolinooo keseringan ovt yahh kesehatan mental,0.2,0.2,0.2,0.2,0.2,Neutral
723,kaaukaaa wkwkwkwk ada mental juara pasang,0.2,0.2,0.2,0.2,0.2,Neutral
724,kacczuya tenang kuat mental dilatih dokja xbb,0.0675,0.0175,0.017188,0.017812,0.01625,Happiness
725,kacungjaehyuk buset sendernya prik ajg mental secreto belagu ajg xad hwaitiingg sayang,0.2,0.2,0.2,0.2,0.2,Neutral
726,kangdede omdo ditantangin ciut mental sosmed,0.035625,0.075313,0.127812,0.094375,0.057188,Fear
727,kangdede banci alias pecundang mental udik kesempatan kepentingan wewenangn rnrswdqcvm,0.2,0.2,0.2,0.2,0.2,Neutral
728,kangdede banci penyuka bencong lemah mental syahwat,1.965,0.61,0.585,0.595,0.56,Happiness
729,kangdede efek reparasi mental adab cacat pola pikir,0.2,0.2,0.2,0.2,0.2,Neutral
730,kangdede monyet elu komisaris mental kampungan dipiara,0.2,0.2,0.2,0.2,0.2,Neutral
731,kangdede sadar tes jbatan komisaris mental segini nikmatin ujian ashb oh,0.2,0.2,0.2,0.2,0.2,Neutral
732,kangdede gara gara revolusi mental baca rebound otak komisaris bumn etikanya amburadul,0.2,0.2,0.2,0.2,0.2,Neutral
733,kangdede gini mental pejabat sia sia pajak njz,0.2,0.2,0.2,0.2,0.2,Neutral
734,kangdede hasil revolusi mental komisaris menyedihkan,0.004102,0.013672,0.013555,0.015273,0.007812,Sadness
735,kangdede mental pedagang jam komisaris jongos,0.2,0.2,0.2,0.2,0.2,Neutral
